"","ID","TrackID","LastfmID","Artist","Title","UserID","Valence","Arousal","Tension","Atmospheric","Happy","Dark","Sad","Angry","Sensual","Sentimental"
"597",360021,21,13785,"John Coltrane","Cousin Mary",36,7,1,3,1,3,5,7,8,5,7
"598",370021,21,13785,"John Coltrane","Cousin Mary",37,7,6,3,5,7,6,8,7,8,8
"599",160021,21,13785,"John Coltrane","Cousin Mary",16,8,2,3,3,6,5,7,8,6,9
"600",340021,21,13785,"John Coltrane","Cousin Mary",34,8,1,1,1,7,1,6,8,3,8
"601",410021,21,13785,"John Coltrane","Cousin Mary",41,7,2,3,2,5,3,8,8,6,4
"602",440021,21,13785,"John Coltrane","Cousin Mary",44,4,5,5,3,4,3,6,5,6,4
"603",80021,21,13785,"John Coltrane","Cousin Mary",8,8,2,2,3,2,4,7,6,5,3
"604",240021,21,13785,"John Coltrane","Cousin Mary",24,7,3,5,2,4,4,7,7,4,6
"605",560021,21,13785,"John Coltrane","Cousin Mary",56,5,2,2,2,5,2,7,7,7,7
"606",390021,21,13785,"John Coltrane","Cousin Mary",39,7,3,1,2,5,1,7,8,8,6
"607",470021,21,13785,"John Coltrane","Cousin Mary",47,4,1,1,1,6,5,8,8,7,9
"608",550021,21,13785,"John Coltrane","Cousin Mary",55,8,1,1,1,1,2,8,9,1,6
"609",330021,21,13785,"John Coltrane","Cousin Mary",33,6,2,1,1,1,2,7,8,3,2
"610",530021,21,13785,"John Coltrane","Cousin Mary",53,5,1,1,1,1,5,7,6,8,5
"611",40021,21,13785,"John Coltrane","Cousin Mary",4,7,NA,NA,NA,6,7,7,7,6,2
"612",30021,21,13785,"John Coltrane","Cousin Mary",3,6,NA,NA,2,NA,NA,6,7,3,7
"613",420021,21,13785,"John Coltrane","Cousin Mary",42,6,2,3,3,5,3,7,7,4,7
"614",230022,22,15752,"Nitin Sawhney","Sunset",23,1,8,6,7,1,2,2,2,9,9
"615",40022,22,15752,"Nitin Sawhney","Sunset",4,2,7,5,5,6,5,3,4,7,3
"616",520022,22,15752,"Nitin Sawhney","Sunset",52,6,1,1,1,1,1,6,6,6,4
"617",330022,22,15752,"Nitin Sawhney","Sunset",33,1,6,4,1,6,6,2,4,8,9
"618",250022,22,15752,"Nitin Sawhney","Sunset",25,2,1,4,1,1,1,3,5,3,5
"619",220022,22,15752,"Nitin Sawhney","Sunset",22,3,6,6,7,3,4,6,4,7,6
"620",530022,22,15752,"Nitin Sawhney","Sunset",53,3,3,2,1,2,3,6,4,8,6
"621",390022,22,15752,"Nitin Sawhney","Sunset",39,2,8,5,4,9,7,3,4,1,7
"622",360022,22,15752,"Nitin Sawhney","Sunset",36,5,5,5,3,2,1,5,NA,6,3
"623",550022,22,15752,"Nitin Sawhney","Sunset",55,1,2,1,1,6,2,3,4,6,4
"624",70022,22,15752,"Nitin Sawhney","Sunset",7,3,2,2,2,7,6,6,3,6,7
"625",340022,22,15752,"Nitin Sawhney","Sunset",34,6,1,1,1,9,1,5,8,4,6
"626",410022,22,15752,"Nitin Sawhney","Sunset",41,2,4,4,3,6,3,3,6,2,7
"627",170022,22,15752,"Nitin Sawhney","Sunset",17,3,6,8,3,7,6,4,6,4,6
"628",100022,22,15752,"Nitin Sawhney","Sunset",10,1,9,1,1,4,1,3,3,6,9
"629",420022,22,15752,"Nitin Sawhney","Sunset",42,4,5,5,5,6,5,4,NA,6,6
"630",560022,22,15752,"Nitin Sawhney","Sunset",56,3,4,1,1,4,2,3,7,6,7
"631",460022,22,15752,"Nitin Sawhney","Sunset",46,4,6,4,3,3,4,3,4,7,4
"632",110022,22,15752,"Nitin Sawhney","Sunset",11,5,6,5,2,6,2,3,NA,6,6
"633",450022,22,15752,"Nitin Sawhney","Sunset",45,4,1,2,1,4,3,4,6,3,4
"634",290022,22,15752,"Nitin Sawhney","Sunset",29,4,5,6,1,7,7,3,6,3,7
"635",470022,22,15752,"Nitin Sawhney","Sunset",47,1,5,1,1,7,4,4,7,2,8
"636",90022,22,15752,"Nitin Sawhney","Sunset",9,1,3,1,1,6,2,4,4,8,3
"637",160022,22,15752,"Nitin Sawhney","Sunset",16,3,5,7,3,7,6,3,6,2,6
"638",440022,22,15752,"Nitin Sawhney","Sunset",44,2,3,4,2,5,3,6,5,6,4
"639",320022,22,15752,"Nitin Sawhney","Sunset",32,3,6,6,5,7,7,6,4,7,7
"640",30022,22,15752,"Nitin Sawhney","Sunset",3,2,6,7,4,3,4,6,4,6,6
"641",180022,22,15752,"Nitin Sawhney","Sunset",18,3,6,6,3,7,7,2,6,7,7
"642",260022,22,15752,"Nitin Sawhney","Sunset",26,4,5,3,1,3,6,2,6,4,6
"643",190022,22,15752,"Nitin Sawhney","Sunset",19,4,6,3,2,3,2,5,5,6,6
"644",370022,22,15752,"Nitin Sawhney","Sunset",37,3,4,2,4,4,5,2,3,4,4
"645",460023,23,15961,"Sugababes","Freak Like Me",46,5,4,5,5,4,3,6,4,7,3
"646",190023,23,15961,"Sugababes","Freak Like Me",19,6,1,4,3,1,2,6,6,6,2
"647",440023,23,15961,"Sugababes","Freak Like Me",44,3,2,3,5,4,2,7,5,6,3
"648",200023,23,15961,"Sugababes","Freak Like Me",20,7,1,1,6,3,2,8,7,6,2
"649",530023,23,15961,"Sugababes","Freak Like Me",53,2,1,2,5,1,1,8,4,9,1
"650",560023,23,15961,"Sugababes","Freak Like Me",56,5,4,4,5,5,5,6,6,7,5
"651",170023,23,15961,"Sugababes","Freak Like Me",17,5,2,2,5,7,2,6,6,6,6
"652",410023,23,15961,"Sugababes","Freak Like Me",41,6,4,3,5,3,3,8,7,7,3
"653",520023,23,15961,"Sugababes","Freak Like Me",52,4,1,3,2,3,1,7,6,6,3
"654",260023,23,15961,"Sugababes","Freak Like Me",26,7,1,1,1,1,1,9,6,4,1
"655",230023,23,15961,"Sugababes","Freak Like Me",23,2,1,5,5,1,5,4,4,6,2
"656",110023,23,15961,"Sugababes","Freak Like Me",11,5,2,5,5,2,5,8,7,4,2
"657",40023,23,15961,"Sugababes","Freak Like Me",4,7,6,NA,6,1,NA,7,7,3,3
"658",220023,23,15961,"Sugababes","Freak Like Me",22,6,3,3,6,3,3,8,6,6,3
"659",450023,23,15961,"Sugababes","Freak Like Me",45,3,1,1,2,4,1,6,6,7,3
"660",340023,23,15961,"Sugababes","Freak Like Me",34,5,2,1,5,1,1,8,5,6,1
"661",420023,23,15961,"Sugababes","Freak Like Me",42,3,4,2,4,5,5,7,7,7,3
"662",250023,23,15961,"Sugababes","Freak Like Me",25,7,1,1,3,1,1,8,7,4,1
"663",550023,23,15961,"Sugababes","Freak Like Me",55,1,1,1,2,1,3,8,5,4,1
"664",330023,23,15961,"Sugababes","Freak Like Me",33,4,1,1,1,7,4,7,6,4,3
"665",30023,23,15961,"Sugababes","Freak Like Me",3,6,8,3,6,7,6,7,6,3,7
"666",100023,23,15961,"Sugababes","Freak Like Me",10,5,1,1,1,1,1,8,6,8,1
"667",370023,23,15961,"Sugababes","Freak Like Me",37,9,2,1,7,2,2,8,8,8,3
"668",160023,23,15961,"Sugababes","Freak Like Me",16,6,2,2,3,2,5,7,6,6,2
"669",360023,23,15961,"Sugababes","Freak Like Me",36,2,5,3,3,5,7,6,3,6,7
"670",470023,23,15961,"Sugababes","Freak Like Me",47,5,1,2,1,4,1,8,8,7,3
"671",70023,23,15961,"Sugababes","Freak Like Me",7,7,7,2,5,6,6,8,5,8,6
"672",180023,23,15961,"Sugababes","Freak Like Me",18,8,1,1,3,6,4,8,7,3,7
"673",60023,23,15961,"Sugababes","Freak Like Me",6,3,5,4,6,4,3,7,3,8,3
"674",410024,24,25046,"The Velvet Underground","Sweet Jane",41,6,2,4,2,3,4,3,7,2,7
"675",420024,24,25046,"The Velvet Underground","Sweet Jane",42,6,3,4,4,4,4,3,7,3,7
"676",130024,24,25046,"The Velvet Underground","Sweet Jane",13,7,1,1,1,1,1,3,6,2,3
"677",30024,24,25046,"The Velvet Underground","Sweet Jane",3,6,2,3,3,2,3,6,6,3,2
"678",390024,24,25046,"The Velvet Underground","Sweet Jane",39,6,3,1,4,1,3,6,6,1,4
"679",290024,24,25046,"The Velvet Underground","Sweet Jane",29,5,3,3,1,3,6,3,6,3,5
"680",340024,24,25046,"The Velvet Underground","Sweet Jane",34,5,1,1,1,4,5,5,6,2,3
"681",160024,24,25046,"The Velvet Underground","Sweet Jane",16,5,3,2,3,2,1,5,6,2,6
"682",100024,24,25046,"The Velvet Underground","Sweet Jane",10,8,1,1,1,1,1,3,8,2,4
"683",180024,24,25046,"The Velvet Underground","Sweet Jane",18,7,1,3,3,4,7,3,7,2,7
"684",450024,24,25046,"The Velvet Underground","Sweet Jane",45,3,2,2,1,2,5,6,6,4,6
"685",80024,24,25046,"The Velvet Underground","Sweet Jane",8,7,2,2,2,2,3,2,7,2,7
"686",230024,24,25046,"The Velvet Underground","Sweet Jane",23,5,3,4,1,7,5,1,9,3,8
"687",530024,24,25046,"The Velvet Underground","Sweet Jane",53,6,1,2,1,1,4,3,7,3,4
"688",370024,24,25046,"The Velvet Underground","Sweet Jane",37,4,3,6,4,3,7,2,6,4,6
"689",220024,24,25046,"The Velvet Underground","Sweet Jane",22,4,6,4,7,4,6,7,4,7,6
"690",330024,24,25046,"The Velvet Underground","Sweet Jane",33,4,1,1,1,3,4,6,7,3,6
"691",190024,24,25046,"The Velvet Underground","Sweet Jane",19,6,2,3,1,3,6,6,6,4,4
"692",110024,24,25046,"The Velvet Underground","Sweet Jane",11,5,2,5,2,2,3,6,6,4,5
"693",430024,24,25046,"The Velvet Underground","Sweet Jane",43,8,2,2,2,6,4,6,6,6,5
"694",90024,24,25046,"The Velvet Underground","Sweet Jane",9,6,1,1,1,1,6,2,7,1,3
"695",250024,24,25046,"The Velvet Underground","Sweet Jane",25,7,1,1,1,1,1,6,8,3,1
"696",170024,24,25046,"The Velvet Underground","Sweet Jane",17,6,7,3,6,6,4,7,8,8,6
"697",550024,24,25046,"The Velvet Underground","Sweet Jane",55,3,1,1,1,3,6,5,7,3,3
"698",360024,24,25046,"The Velvet Underground","Sweet Jane",36,6,1,1,1,1,2,5,8,3,4
"699",470024,24,25046,"The Velvet Underground","Sweet Jane",47,3,1,1,1,1,1,6,8,3,4
"700",460024,24,25046,"The Velvet Underground","Sweet Jane",46,7,4,5,2,5,8,4,8,3,6
"701",440024,24,25046,"The Velvet Underground","Sweet Jane",44,2,2,2,4,2,2,5,5,5,2
"702",260024,24,25046,"The Velvet Underground","Sweet Jane",26,6,1,1,1,1,3,7,6,3,4
"703",70024,24,25046,"The Velvet Underground","Sweet Jane",7,8,1,2,3,1,2,3,7,2,3
"704",260025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",26,4,3,1,2,1,3,8,6,6,1
"705",480025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",48,6,5,4,3,6,2,6,6,7,6
"706",450025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",45,2,2,NA,1,2,1,7,6,3,3
"707",560025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",56,1,3,3,2,3,1,8,4,8,6
"708",100025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",10,1,1,3,1,1,1,9,5,9,2
"709",110025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",11,4,2,5,2,5,3,6,NA,7,6
"710",420025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",42,4,6,3,3,5,3,7,4,7,6
"711",60025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",6,3,6,4,6,1,1,6,3,8,2
"712",470025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",47,2,1,1,2,1,2,8,7,7,3
"713",340025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",34,1,7,5,1,1,1,6,5,4,5
"714",180025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",18,6,3,6,4,7,7,8,7,8,7
"715",70025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",7,2,6,3,3,2,3,7,2,6,6
"716",530025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",53,2,1,2,3,1,3,9,3,9,2
"717",190025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",19,6,3,4,1,1,1,3,6,7,4
"718",160025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",16,4,5,2,5,3,5,7,6,6,3
"719",370025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",37,4,5,3,6,3,2,8,4,8,3
"720",440025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",44,3,3,3,4,4,3,6,5,6,5
"721",550025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",55,3,2,1,1,1,1,8,6,3,2
"722",360025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",36,2,4,1,1,NA,NA,6,4,6,3
"723",250025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",25,3,4,3,1,1,1,7,5,6,1
"724",520025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",52,2,3,4,3,1,1,6,4,8,2
"725",170025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",17,6,3,3,2,6,3,7,7,7,4
"726",220025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",22,6,2,3,3,3,4,8,7,7,7
"727",330025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",33,1,5,2,1,2,3,7,4,8,6
"728",230025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",23,1,6,5,9,1,1,7,2,9,1
"729",30025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",3,2,6,6,6,3,4,7,3,7,6
"730",410025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",41,4,2,2,2,5,3,7,6,7,5
"731",460025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",46,4,4,1,1,1,2,6,5,8,3
"732",80025,25,25794,"Jazzanova","Mwela, Mwela (Here I Am)",8,5,3,3,4,2,2,8,7,7,2
"733",390026,26,28474,"Current 93","Oh Coal Black Smith",39,2,8,5,5,1,6,4,4,7,1
"734",330026,26,28474,"Current 93","Oh Coal Black Smith",33,1,8,2,6,1,6,6,3,9,8
"735",360026,26,28474,"Current 93","Oh Coal Black Smith",36,1,7,6,3,1,1,5,2,6,1
"736",30026,26,28474,"Current 93","Oh Coal Black Smith",3,2,7,7,6,3,6,6,3,7,6
"737",60026,26,28474,"Current 93","Oh Coal Black Smith",6,3,5,6,6,3,2,5,3,7,3
"738",260026,26,28474,"Current 93","Oh Coal Black Smith",26,2,6,1,5,1,8,6,6,7,3
"739",230026,26,28474,"Current 93","Oh Coal Black Smith",23,1,9,9,NA,NA,NA,1,2,9,6
"740",340026,26,28474,"Current 93","Oh Coal Black Smith",34,5,4,1,3,1,1,5,5,6,4
"741",420026,26,28474,"Current 93","Oh Coal Black Smith",42,6,7,6,5,6,5,5,NA,6,7
"742",250026,26,28474,"Current 93","Oh Coal Black Smith",25,1,7,5,7,1,1,4,4,7,2
"743",450026,26,28474,"Current 93","Oh Coal Black Smith",45,2,6,2,4,3,4,4,4,9,8
"744",190026,26,28474,"Current 93","Oh Coal Black Smith",19,3,6,5,2,1,3,6,4,6,1
"745",220026,26,28474,"Current 93","Oh Coal Black Smith",22,7,5,6,7,3,4,6,6,7,6
"746",100026,26,28474,"Current 93","Oh Coal Black Smith",10,1,7,4,1,2,1,4,2,9,7
"747",370026,26,28474,"Current 93","Oh Coal Black Smith",37,1,8,7,6,2,2,7,2,9,3
"748",560026,26,28474,"Current 93","Oh Coal Black Smith",56,4,4,3,1,1,4,4,3,6,7
"749",440026,26,28474,"Current 93","Oh Coal Black Smith",44,3,4,6,3,2,2,3,4,7,5
"750",410026,26,28474,"Current 93","Oh Coal Black Smith",41,2,4,3,6,2,4,7,4,3,6
"751",80026,26,28474,"Current 93","Oh Coal Black Smith",8,2,7,6,3,1,4,5,3,6,3
"752",170026,26,28474,"Current 93","Oh Coal Black Smith",17,3,6,7,3,6,4,7,5,6,5
"753",550026,26,28474,"Current 93","Oh Coal Black Smith",55,2,1,1,3,1,4,7,5,7,1
"754",180026,26,28474,"Current 93","Oh Coal Black Smith",18,3,4,7,7,3,3,7,6,9,6
"755",90026,26,28474,"Current 93","Oh Coal Black Smith",9,1,7,5,3,1,1,NA,2,8,2
"756",70026,26,28474,"Current 93","Oh Coal Black Smith",7,2,9,8,7,7,8,7,1,8,9
"757",110026,26,28474,"Current 93","Oh Coal Black Smith",11,2,7,5,6,2,2,NA,4,8,8
"758",160026,26,28474,"Current 93","Oh Coal Black Smith",16,1,7,2,3,1,1,3,3,7,1
"759",530026,26,28474,"Current 93","Oh Coal Black Smith",53,2,6,5,3,1,3,6,2,6,2
"760",460026,26,28474,"Current 93","Oh Coal Black Smith",46,3,8,5,5,1,3,5,3,9,4
"761",470026,26,28474,"Current 93","Oh Coal Black Smith",47,1,9,4,3,1,5,4,4,7,9
"762",160027,27,31001,"Sarah Vaughan","What More Can A Woman Do",16,5,3,6,3,6,5,3,6,3,5
"763",340027,27,31001,"Sarah Vaughan","What More Can A Woman Do",34,6,2,4,1,5,6,4,6,3,7
"764",360027,27,31001,"Sarah Vaughan","What More Can A Woman Do",36,6,1,3,1,5,1,4,7,3,7
"765",250027,27,31001,"Sarah Vaughan","What More Can A Woman Do",25,4,7,7,1,7,7,6,3,7,6
"766",100027,27,31001,"Sarah Vaughan","What More Can A Woman Do",10,6,1,1,1,9,5,4,7,7,9
"767",110027,27,31001,"Sarah Vaughan","What More Can A Woman Do",11,4,4,6,2,8,6,3,6,4,7
"768",180027,27,31001,"Sarah Vaughan","What More Can A Woman Do",18,3,4,6,3,7,7,3,4,7,7
"769",520027,27,31001,"Sarah Vaughan","What More Can A Woman Do",52,3,1,6,1,7,6,2,4,2,8
"770",410027,27,31001,"Sarah Vaughan","What More Can A Woman Do",41,3,3,5,2,7,6,4,7,3,8
"771",220027,27,31001,"Sarah Vaughan","What More Can A Woman Do",22,3,7,6,2,7,6,2,4,7,7
"772",480027,27,31001,"Sarah Vaughan","What More Can A Woman Do",48,4,6,6,2,7,8,3,5,4,8
"773",330027,27,31001,"Sarah Vaughan","What More Can A Woman Do",33,4,1,3,1,8,4,2,5,3,8
"774",440027,27,31001,"Sarah Vaughan","What More Can A Woman Do",44,6,3,6,3,7,6,3,6,4,7
"775",190027,27,31001,"Sarah Vaughan","What More Can A Woman Do",19,6,3,3,1,4,6,3,6,3,7
"776",70027,27,31001,"Sarah Vaughan","What More Can A Woman Do",7,3,5,6,2,7,6,2,4,4,7
"777",450027,27,31001,"Sarah Vaughan","What More Can A Woman Do",45,3,1,3,2,2,4,4,5,4,4
"778",90027,27,31001,"Sarah Vaughan","What More Can A Woman Do",9,4,1,1,1,3,4,2,6,3,5
"779",390027,27,31001,"Sarah Vaughan","What More Can A Woman Do",39,4,3,6,1,7,6,1,4,3,7
"780",170027,27,31001,"Sarah Vaughan","What More Can A Woman Do",17,2,4,1,2,6,4,3,7,4,8
"781",470027,27,31001,"Sarah Vaughan","What More Can A Woman Do",47,2,3,4,1,7,9,2,7,2,9
"782",370027,27,31001,"Sarah Vaughan","What More Can A Woman Do",37,6,6,4,3,7,8,2,3,8,9
"783",30027,27,31001,"Sarah Vaughan","What More Can A Woman Do",3,4,4,7,3,6,6,3,6,3,6
"784",420027,27,31001,"Sarah Vaughan","What More Can A Woman Do",42,7,2,5,2,7,7,2,8,1,9
"785",530027,27,31001,"Sarah Vaughan","What More Can A Woman Do",53,3,1,4,1,4,7,1,6,1,7
"786",560027,27,31001,"Sarah Vaughan","What More Can A Woman Do",56,6,2,5,1,5,6,3,6,6,7
"787",230027,27,31001,"Sarah Vaughan","What More Can A Woman Do",23,3,6,7,1,6,7,3,8,3,8
"788",260027,27,31001,"Sarah Vaughan","What More Can A Woman Do",26,5,1,1,1,6,7,6,6,3,8
"789",550027,27,31001,"Sarah Vaughan","What More Can A Woman Do",55,2,1,1,1,6,5,3,6,3,6
"790",40027,27,31001,"Sarah Vaughan","What More Can A Woman Do",4,7,1,3,NA,5,7,3,7,3,4
"791",370028,28,31309,"Kosheen","Cover",37,2,8,8,6,8,7,4,2,8,8
"792",110028,28,31309,"Kosheen","Cover",11,4,6,5,5,5,5,7,NA,4,6
"793",260028,28,31309,"Kosheen","Cover",26,1,3,1,1,2,6,7,6,7,3
"794",560028,28,31309,"Kosheen","Cover",56,2,5,4,2,6,3,6,7,6,8
"795",410028,28,31309,"Kosheen","Cover",41,4,3,3,3,4,2,7,6,6,4
"796",330028,28,31309,"Kosheen","Cover",33,3,1,1,1,4,5,7,6,6,4
"797",180028,28,31309,"Kosheen","Cover",18,4,6,3,3,6,7,3,6,7,7
"798",220028,28,31309,"Kosheen","Cover",22,3,4,6,4,3,4,7,3,6,7
"799",340028,28,31309,"Kosheen","Cover",34,3,6,3,4,1,1,6,3,6,6
"800",360028,28,31309,"Kosheen","Cover",36,6,3,2,1,2,4,7,7,5,5
"801",430028,28,31309,"Kosheen","Cover",43,3,9,8,8,9,2,6,2,7,3
"802",60028,28,31309,"Kosheen","Cover",6,3,6,5,4,2,3,7,4,6,6
"803",190028,28,31309,"Kosheen","Cover",19,6,4,4,2,1,1,7,5,7,3
"804",250028,28,31309,"Kosheen","Cover",25,2,6,6,6,3,3,7,3,6,3
"805",10028,28,31309,"Kosheen","Cover",1,7,2,3,3,6,6,8,7,6,7
"806",470028,28,31309,"Kosheen","Cover",47,1,5,2,2,4,4,7,4,7,7
"807",420028,28,31309,"Kosheen","Cover",42,7,2,3,2,6,4,6,7,4,7
"808",70028,28,31309,"Kosheen","Cover",7,3,4,3,3,6,5,8,2,8,6
"809",530028,28,31309,"Kosheen","Cover",53,1,3,2,3,1,1,7,3,8,1
"810",230028,28,31309,"Kosheen","Cover",23,4,7,6,2,5,6,7,5,9,8
"811",30028,28,31309,"Kosheen","Cover",3,2,6,6,4,3,4,6,4,6,3
"812",160028,28,31309,"Kosheen","Cover",16,6,5,5,3,6,3,6,5,7,4
"813",550028,28,31309,"Kosheen","Cover",55,4,1,1,1,2,1,7,6,4,1
"814",320028,28,31309,"Kosheen","Cover",32,4,4,5,4,3,3,6,6,6,5
"815",450028,28,31309,"Kosheen","Cover",45,1,1,2,3,3,4,3,4,5,4
"816",80028,28,31309,"Kosheen","Cover",8,3,2,4,4,1,1,8,2,6,1
"817",440028,28,31309,"Kosheen","Cover",44,3,3,3,2,3,2,6,5,5,3
"818",170028,28,31309,"Kosheen","Cover",17,7,3,2,4,4,7,8,7,8,6
"819",290028,28,31309,"Kosheen","Cover",29,5,3,3,3,5,2,4,6,4,4
"820",100028,28,31309,"Kosheen","Cover",10,1,6,1,1,2,1,6,4,3,7
"821",390028,28,31309,"Kosheen","Cover",39,4,7,6,5,7,6,4,4,8,6
"822",250029,29,31892,"Black Rebel Motorcycle Club","Too Real",25,1,7,4,1,1,1,4,4,7,2
"823",220029,29,31892,"Black Rebel Motorcycle Club","Too Real",22,3,6,7,6,3,4,4,3,6,6
"824",130029,29,31892,"Black Rebel Motorcycle Club","Too Real",13,3,2,2,1,1,1,7,6,4,6
"825",550029,29,31892,"Black Rebel Motorcycle Club","Too Real",55,1,3,5,1,2,7,4,6,6,7
"826",170029,29,31892,"Black Rebel Motorcycle Club","Too Real",17,2,7,8,7,2,3,4,5,6,3
"827",100029,29,31892,"Black Rebel Motorcycle Club","Too Real",10,1,7,3,1,1,1,7,1,7,3
"828",290029,29,31892,"Black Rebel Motorcycle Club","Too Real",29,4,3,4,2,3,3,4,6,4,3
"829",410029,29,31892,"Black Rebel Motorcycle Club","Too Real",41,2,6,3,4,3,4,6,3,7,7
"830",190029,29,31892,"Black Rebel Motorcycle Club","Too Real",19,6,4,2,2,1,3,6,6,5,4
"831",70029,29,31892,"Black Rebel Motorcycle Club","Too Real",7,3,6,6,2,4,6,4,3,4,7
"832",370029,29,31892,"Black Rebel Motorcycle Club","Too Real",37,3,6,3,4,6,4,2,4,7,6
"833",340029,29,31892,"Black Rebel Motorcycle Club","Too Real",34,1,8,8,6,1,5,4,2,4,5
"834",260029,29,31892,"Black Rebel Motorcycle Club","Too Real",26,1,3,1,1,1,6,8,6,5,3
"835",450029,29,31892,"Black Rebel Motorcycle Club","Too Real",45,2,3,2,1,3,2,3,4,4,7
"836",560029,29,31892,"Black Rebel Motorcycle Club","Too Real",56,4,4,2,2,1,2,4,5,6,5
"837",360029,29,31892,"Black Rebel Motorcycle Club","Too Real",36,1,6,3,1,1,4,4,2,5,5
"838",420029,29,31892,"Black Rebel Motorcycle Club","Too Real",42,4,6,6,5,4,6,5,4,5,6
"839",30029,29,31892,"Black Rebel Motorcycle Club","Too Real",3,3,6,7,4,3,4,7,6,4,6
"840",60029,29,31892,"Black Rebel Motorcycle Club","Too Real",6,3,2,6,2,2,4,4,4,4,5
"841",390029,29,31892,"Black Rebel Motorcycle Club","Too Real",39,1,8,8,5,1,1,4,2,9,1
"842",180029,29,31892,"Black Rebel Motorcycle Club","Too Real",18,2,7,8,3,4,7,3,3,3,7
"843",330029,29,31892,"Black Rebel Motorcycle Club","Too Real",33,1,7,3,1,3,6,3,4,7,8
"844",230029,29,31892,"Black Rebel Motorcycle Club","Too Real",23,1,7,7,5,4,3,4,6,8,4
"845",530029,29,31892,"Black Rebel Motorcycle Club","Too Real",53,2,3,2,1,1,1,3,4,6,3
"846",160029,29,31892,"Black Rebel Motorcycle Club","Too Real",16,3,4,6,1,5,4,6,4,6,4
"847",90029,29,31892,"Black Rebel Motorcycle Club","Too Real",9,1,5,6,1,1,1,5,2,8,4
"848",440029,29,31892,"Black Rebel Motorcycle Club","Too Real",44,2,7,7,2,3,5,6,4,5,4
"849",110029,29,31892,"Black Rebel Motorcycle Club","Too Real",11,4,6,6,3,5,5,6,NA,NA,5
"850",460029,29,31892,"Black Rebel Motorcycle Club","Too Real",46,4,6,5,4,4,3,5,5,6,5
"851",470029,29,31892,"Black Rebel Motorcycle Club","Too Real",47,1,4,1,1,1,1,6,6,6,6
"852",180030,30,31926,"Black Sabbath","War Pigs",18,3,6,6,4,3,6,6,4,4,6
"853",330030,30,31926,"Black Sabbath","War Pigs",33,1,5,2,1,2,5,2,4,6,9
"854",190030,30,31926,"Black Sabbath","War Pigs",19,3,7,6,6,1,1,4,3,9,1
"855",370030,30,31926,"Black Sabbath","War Pigs",37,3,4,3,2,6,3,2,3,6,7
"856",570030,30,31926,"Black Sabbath","War Pigs",57,3,8,8,8,7,1,9,9,9,9
"857",410030,30,31926,"Black Sabbath","War Pigs",41,2,8,4,7,2,4,3,2,4,4
"858",390030,30,31926,"Black Sabbath","War Pigs",39,4,6,3,1,1,7,1,3,7,3
"859",340030,30,31926,"Black Sabbath","War Pigs",34,4,7,4,6,1,1,5,4,6,6
"860",260030,30,31926,"Black Sabbath","War Pigs",26,3,7,8,6,2,3,7,4,7,6
"861",40030,30,31926,"Black Sabbath","War Pigs",4,2,6,1,6,2,2,7,4,7,6
"862",530030,30,31926,"Black Sabbath","War Pigs",53,1,5,3,5,1,2,6,4,7,4
"863",220030,30,31926,"Black Sabbath","War Pigs",22,3,7,5,6,4,4,3,4,6,4
"864",110030,30,31926,"Black Sabbath","War Pigs",11,2,8,6,5,2,2,3,4,7,7
"865",290030,30,31926,"Black Sabbath","War Pigs",29,3,6,4,2,6,6,3,5,3,6
"866",270030,30,31926,"Black Sabbath","War Pigs",27,1,8,7,3,1,1,4,3,7,7
"867",30030,30,31926,"Black Sabbath","War Pigs",3,3,6,6,6,3,3,4,6,6,6
"868",420030,30,31926,"Black Sabbath","War Pigs",42,4,6,3,6,6,5,4,4,6,6
"869",250030,30,31926,"Black Sabbath","War Pigs",25,1,7,2,5,1,1,4,3,6,1
